U,T,m_magnitude
4.0,0.2,2.027020027182669
4.0,0.2,2.594666393223005
4.0,0.2,1.4748873745787527
4.0,0.2,2.2759927324537745
4.0,0.2,0.48424192639444946
4.0,0.2,2.961008841340516
4.0,0.2,1.3168127258730276
4.0,0.2,1.6799591676637573
4.0,0.2,1.536470110988771
4.0,0.2,1.5025370610512752
4.0,0.2,1.4498133820205146
4.0,0.2,1.5054683494614773
4.0,0.2,2.076445649197239
4.0,0.2,1.1612617322935879
4.0,0.2,2.0691320634892163
4.0,0.2,3.9261939895795273
4.0,0.2,1.5701846548837803
4.0,0.2,1.8314065357535352
4.0,0.2,1.2235670169074362
4.0,0.2,1.4701860473063135
4.0,0.2,2.1847888737872108
4.0,0.2,1.789927121005791
4.0,0.2,1.9458800577592725
4.0,0.2,1.9849629363379826
4.0,0.2,2.5580642973744467
4.0,0.2,2.240766379829376
4.0,0.2,1.9363422732633249
4.0,0.2,1.3536468569433604
4.0,0.2,1.9548050149738478
4.0,0.2,2.810844195899193
4.0,0.2,1.1436048004568893
4.0,0.2,1.9108024223144233
4.0,0.2,1.725839175579084
4.0,0.2,2.409749708467438
4.0,0.2,2.1951729918276706
4.0,0.2,1.2902602053559586
4.0,0.2,0.49757558489613196
4.0,0.2,1.6577103373858146
4.0,0.2,2.0470047878031075
4.0,0.2,2.31488767464776
4.0,0.2,2.05115371659274
4.0,0.2,1.2218522768539746
4.0,0.2,1.871864559346804
4.0,0.2,1.6934528114342733
4.0,0.2,1.6602241179020754
4.0,0.2,2.180772450606215
4.0,0.2,2.2609772032612425
4.0,0.2,0.643862015891568
4.0,0.2,1.841097771056983
4.0,0.2,0.7600677953585823
4.0,0.2,1.4208271037077886
4.0,0.2,1.806784374366657
4.0,0.2,1.6666934835951557
4.0,0.2,2.925527622692558
4.0,0.2,1.699590807568392
4.0,0.2,1.9144576540083977
4.0,0.2,2.6296039427013733
4.0,0.2,2.234951758659897
4.0,0.2,1.8421270654064217
4.0,0.2,0.7401353287632011
4.0,0.2,0.898197660385208
4.0,0.2,2.297611746401889
4.0,0.2,1.6601506850208039
4.0,0.2,1.1445105191510117
4.0,0.2,2.8830607723328354
4.0,0.2,1.6241125748049905
4.0,0.2,1.4748873745787527
4.0,0.2,2.394802827964119
4.0,0.2,2.573945484142827
4.0,0.2,2.1897635370258026
4.0,0.2,1.3168127258730276
4.0,0.2,1.6799591676637573
4.0,0.2,1.536470110988771
4.0,0.2,1.5025370610512752
4.0,0.2,1.4498133820205146
4.0,0.2,1.5054683494614773
4.0,0.2,2.076445649197239
4.0,0.2,2.907527129788935
4.0,0.2,2.2467470143516293
4.0,0.2,1.6783550516099182
4.0,0.2,1.8713258821607663
4.0,0.2,2.1138274355935844
4.0,0.2,1.2235670169074362
4.0,0.2,1.4701860473063135
4.0,0.2,2.926112118520223
4.0,0.2,1.789927121005791
4.0,0.2,1.9458800577592725
4.0,0.2,1.768141318200647
4.0,0.2,2.401111374506584
4.0,0.2,2.201965361158237
4.0,0.2,2.931697373615225
4.0,0.2,1.3536468569433604
4.0,0.2,1.9548050149738478
4.0,0.2,2.175014366204269
4.0,0.2,2.034518832251397
4.0,0.2,1.9108024223144233
4.0,0.2,2.8511638877532777
4.0,0.2,2.409749708467438
4.0,0.2,2.1951729918276706
4.0,0.2,1.2902602053559586
4.0,0.2,0.49757558489613196
4.0,0.2,1.6577103373858146
4.0,0.2,2.0470047878031075
