U,T,omega_minus_mu,dos
4.0,0.2,-6.380707464052953,0.0011944818004085787
4.0,0.2,-6.338027146567649,0.0012462813579991838
4.0,0.2,-6.295346829082344,0.001302664660939676
4.0,0.2,-6.252666511597041,0.0013642940336179145
4.0,0.2,-6.209986194111736,0.0014319695697817135
4.0,0.2,-6.167305876626433,0.0015066674763178827
4.0,0.2,-6.124625559141128,0.0015895920641603614
4.0,0.2,-6.081945241655824,0.0016822474162086442
4.0,0.2,-6.03926492417052,0.001786538003572485
4.0,0.2,-5.996584606685216,0.0019049128535629082
4.0,0.2,-5.953904289199912,0.0020405768982436753
4.0,0.2,-5.911223971714608,0.002197808904745777
4.0,0.2,-5.868543654229304,0.0023824539591642143
4.0,0.2,-5.825863336744,0.0026027123771705527
4.0,0.2,-5.783183019258695,0.002870453435660912
4.0,0.2,-5.740502701773392,0.0032035043876700183
4.0,0.2,-5.697822384288088,0.003629857860298337
4.0,0.2,-5.655142066802783,0.004195916376174685
4.0,0.2,-5.61246174931748,0.004983951981582545
4.0,0.2,-5.569781431832175,0.00615278396525057
4.0,0.2,-5.527101114346872,0.008044399774417538
4.0,0.2,-5.484420796861567,0.011505177918621542
4.0,0.2,-5.441740479376263,0.01896462408618036
4.0,0.2,-5.399060161890959,0.03647038744987727
4.0,0.2,-5.356379844405655,0.05562780464511998
4.0,0.2,-5.313699526920351,0.04748674815491964
4.0,0.2,-5.271019209435047,0.038860572396462074
4.0,0.2,-5.228338891949743,0.03790191288971844
4.0,0.2,-5.185658574464439,0.0406381738145174
4.0,0.2,-5.142978256979135,0.04613591114271205
4.0,0.2,-5.100297939493831,0.04618564862163079
4.0,0.2,-5.057617622008527,0.0492357221755723
4.0,0.2,-5.014937304523222,0.057126105291721276
4.0,0.2,-4.972256987037919,0.062088933557271374
4.0,0.2,-4.929576669552614,0.0626987951118434
4.0,0.2,-4.8868963520673105,0.0646342138151285
4.0,0.2,-4.844216034582006,0.07023240758943732
4.0,0.2,-4.801535717096702,0.07035444866556928
4.0,0.2,-4.758855399611399,0.07197136423576475
4.0,0.2,-4.716175082126094,0.07695589395658914
4.0,0.2,-4.67349476464079,0.07619809050159543
4.0,0.2,-4.630814447155486,0.07322105227389289
4.0,0.2,-4.588134129670182,0.07322952952700716
4.0,0.2,-4.545453812184878,0.0763321392197853
4.0,0.2,-4.502773494699574,0.0777636556374087
4.0,0.2,-4.46009317721427,0.0784865697951033
4.0,0.2,-4.417412859728966,0.07720140187614169
4.0,0.2,-4.374732542243661,0.07915960352278857
4.0,0.2,-4.332052224758358,0.07870450739541948
4.0,0.2,-4.289371907273054,0.08145492312747174
4.0,0.2,-4.2466915897877495,0.0824084882258909
4.0,0.2,-4.204011272302445,0.08784986855616847
4.0,0.2,-4.161330954817141,0.08689779716366344
4.0,0.2,-4.118650637331838,0.08378260273952629
4.0,0.2,-4.075970319846533,0.08602755955420847
4.0,0.2,-4.033290002361229,0.0856479171736343
4.0,0.2,-3.990609684875925,0.08458037415475197
4.0,0.2,-3.947929367390621,0.08679485913213718
4.0,0.2,-3.905249049905317,0.08805114412666167
4.0,0.2,-3.862568732420013,0.0876783508065647
4.0,0.2,-3.819888414934709,0.08269259653330563
4.0,0.2,-3.777208097449405,0.08370486813866583
4.0,0.2,-3.734527779964101,0.0904407244097587
4.0,0.2,-3.6918474624787967,0.09320147545376369
4.0,0.2,-3.6491671449934926,0.09241978544375914
4.0,0.2,-3.6064868275081885,0.09211108320877803
4.0,0.2,-3.5638065100228844,0.092358492294856
4.0,0.2,-3.5211261925375803,0.0951310314445842
4.0,0.2,-3.478445875052276,0.09573625792695764
4.0,0.2,-3.435765557566972,0.09701272065861646
4.0,0.2,-3.393085240081668,0.0963885520547788
4.0,0.2,-3.3504049225963644,0.09453191184428072
4.0,0.2,-3.3077246051110603,0.0942503869232593
4.0,0.2,-3.265044287625756,0.09622236117451814
4.0,0.2,-3.222363970140452,0.10336543253579514
4.0,0.2,-3.179683652655148,0.10713260063994086
4.0,0.2,-3.137003335169844,0.10834015398069259
4.0,0.2,-3.0943230176845398,0.11010990927428363
4.0,0.2,-3.0516427001992357,0.11032239663844716
4.0,0.2,-3.0089623827139316,0.10767356480318982
4.0,0.2,-2.9662820652286275,0.10843985789069158
4.0,0.2,-2.9236017477433234,0.11070173845851086
4.0,0.2,-2.8809214302580193,0.11335183420746789
4.0,0.2,-2.838241112772715,0.11688272766609883
4.0,0.2,-2.7955607952874115,0.11455000488484209
4.0,0.2,-2.7528804778021074,0.11250645553872907
4.0,0.2,-2.7102001603168033,0.11676422265234868
4.0,0.2,-2.6675198428314992,0.12035954135614013
4.0,0.2,-2.624839525346195,0.11530127146397955
4.0,0.2,-2.582159207860891,0.11499775788077804
4.0,0.2,-2.539478890375587,0.10990069689117246
4.0,0.2,-2.496798572890283,0.11300022844413019
4.0,0.2,-2.4541182554049787,0.1172584467328504
4.0,0.2,-2.4114379379196746,0.12023631269181104
4.0,0.2,-2.368757620434371,0.12100064862725872
4.0,0.2,-2.3260773029490664,0.12032240036044817
4.0,0.2,-2.283396985463763,0.11661107499896939
4.0,0.2,-2.2407166679784583,0.11511914490471611
4.0,0.2,-2.1980363504931546,0.11727768640377245
4.0,0.2,-2.15535603300785,0.11929244261258934
4.0,0.2,-2.1126757155225464,0.12059033396471927
4.0,0.2,-2.069995398037242,0.12361321205250778
4.0,0.2,-2.027315080551938,0.1259989202004966
4.0,0.2,-1.9846347630666346,0.12452676557380511
4.0,0.2,-1.94195444558133,0.12515864994825537
4.0,0.2,-1.8992741280960264,0.12822849385065216
4.0,0.2,-1.8565938106107218,0.12999130803927544
4.0,0.2,-1.8139134931254182,0.12860554706059782
4.0,0.2,-1.7712331756401136,0.12302339258447818
4.0,0.2,-1.72855285815481,0.12041090152714402
4.0,0.2,-1.6858725406695054,0.12276947159818755
4.0,0.2,-1.6431922231842018,0.12459087078161428
4.0,0.2,-1.6005119056988972,0.12359580322846064
4.0,0.2,-1.5578315882135936,0.1237176399374476
4.0,0.2,-1.515151270728289,0.12689177946869099
4.0,0.2,-1.4724709532429854,0.12881621114465866
4.0,0.2,-1.4297906357576817,0.12827164419261197
4.0,0.2,-1.3871103182723772,0.12612114643308264
4.0,0.2,-1.3444300007870735,0.12116143575942717
4.0,0.2,-1.301749683301769,0.12023106153367084
4.0,0.2,-1.2590693658164653,0.12209253867543704
4.0,0.2,-1.2163890483311608,0.12191084486932562
4.0,0.2,-1.1737087308458571,0.11963502156668768
4.0,0.2,-1.1310284133605526,0.11863033807688608
4.0,0.2,-1.088348095875249,0.12075870639129435
4.0,0.2,-1.0456677783899444,0.11848269727079515
4.0,0.2,-1.0029874609046407,0.11365645972835461
4.0,0.2,-0.9603071434193362,0.116549070440809
4.0,0.2,-0.9176268259340326,0.11428957072605972
4.0,0.2,-0.8749465084487289,0.11177497988947072
4.0,0.2,-0.8322661909634244,0.11169724553718714
4.0,0.2,-0.7895858734781207,0.10637565091267805
4.0,0.2,-0.7469055559928162,0.10127282089088767
4.0,0.2,-0.7042252385075125,0.09763694111093027
4.0,0.2,-0.661544921022208,0.09455008323355704
4.0,0.2,-0.6188646035369043,0.09267582739799819
4.0,0.2,-0.5761842860515998,0.08814277673283176
4.0,0.2,-0.5335039685662961,0.08090892882883755
4.0,0.2,-0.4908236510809916,0.07538049271741751
