U,T,omega_minus_mu,dos
12.0,0.2,-9.83669139296866,0.000994572824208452
12.0,0.2,-9.770894126126061,0.001065540870718403
12.0,0.2,-9.705096859283461,0.0011470774101245435
12.0,0.2,-9.63929959244086,0.0012418451409095198
12.0,0.2,-9.57350232559826,0.0013535122854117794
12.0,0.2,-9.507705058755661,0.0014872830864291191
12.0,0.2,-9.441907791913062,0.0016508039201311175
12.0,0.2,-9.376110525070462,0.0018557942724609024
12.0,0.2,-9.310313258227861,0.002121174328932218
12.0,0.2,-9.244515991385262,0.0024795489136397912
12.0,0.2,-9.178718724542662,0.0029920397995514877
12.0,0.2,-9.112921457700063,0.0037868518403381046
12.0,0.2,-9.047124190857463,0.005178524265397357
12.0,0.2,-8.981326924014864,0.00813860839586302
12.0,0.2,-8.915529657172263,0.016845384857788127
12.0,0.2,-8.849732390329663,0.04492697499482062
12.0,0.2,-8.783935123487064,0.04342630162854048
12.0,0.2,-8.718137856644464,0.03267113813164761
12.0,0.2,-8.652340589801865,0.03437039468189525
12.0,0.2,-8.586543322959265,0.03722458365746517
12.0,0.2,-8.520746056116664,0.04033827920772522
12.0,0.2,-8.454948789274065,0.04791976925330181
12.0,0.2,-8.389151522431465,0.050461060588153285
12.0,0.2,-8.323354255588866,0.052819200989896585
12.0,0.2,-8.257556988746266,0.054136782437006425
12.0,0.2,-8.191759721903665,0.05535446043628032
12.0,0.2,-8.125962455061066,0.056004193063105966
12.0,0.2,-8.060165188218466,0.06204812507897336
12.0,0.2,-7.994367921375867,0.06347659993687726
12.0,0.2,-7.928570654533266,0.06463167705777378
12.0,0.2,-7.862773387690667,0.0656428243345117
12.0,0.2,-7.796976120848067,0.07269996228984163
12.0,0.2,-7.731178854005467,0.07648235888423233
12.0,0.2,-7.665381587162868,0.0738806242446784
12.0,0.2,-7.599584320320267,0.0723784123261051
12.0,0.2,-7.533787053477668,0.07882473610906901
12.0,0.2,-7.4679897866350675,0.08481996042266528
12.0,0.2,-7.402192519792468,0.08374608317927348
12.0,0.2,-7.336395252949869,0.07714638113340569
12.0,0.2,-7.270597986107269,0.08313010777098635
12.0,0.2,-7.204800719264669,0.0811289848638024
12.0,0.2,-7.1390034524220685,0.0837363942709641
12.0,0.2,-7.073206185579469,0.0847914002266725
12.0,0.2,-7.0074089187368696,0.08537853611783294
12.0,0.2,-6.94161165189427,0.08980169266297959
12.0,0.2,-6.87581438505167,0.09190768932231183
12.0,0.2,-6.81001711820907,0.09359827489805836
12.0,0.2,-6.74421985136647,0.08904999128573729
12.0,0.2,-6.6784225845238705,0.09146559245580879
12.0,0.2,-6.612625317681271,0.09167659606796794
12.0,0.2,-6.546828050838671,0.0935458446184623
12.0,0.2,-6.481030783996071,0.09966909256325987
12.0,0.2,-6.415233517153471,0.09898002452587099
12.0,0.2,-6.349436250310871,0.1017881432963869
12.0,0.2,-6.283638983468272,0.09461288048222735
12.0,0.2,-6.2178417166256725,0.09862167912857614
12.0,0.2,-6.152044449783072,0.10387857010086113
12.0,0.2,-6.086247182940472,0.10200992988068373
12.0,0.2,-6.020449916097872,0.10684954816149936
12.0,0.2,-5.954652649255273,0.10757427555099304
12.0,0.2,-5.8888553824126735,0.10102203319366014
12.0,0.2,-5.823058115570073,0.10169961130080427
12.0,0.2,-5.757260848727474,0.10100809220122693
12.0,0.2,-5.691463581884873,0.10340494496059498
12.0,0.2,-5.625666315042274,0.10527932719513618
12.0,0.2,-5.559869048199674,0.11331187480804147
12.0,0.2,-5.494071781357074,0.10771998964011169
12.0,0.2,-5.428274514514475,0.104651076447513
12.0,0.2,-5.362477247671874,0.10241913807084098
12.0,0.2,-5.296679980829275,0.10639111035114775
12.0,0.2,-5.230882713986675,0.10390593132105005
12.0,0.2,-5.165085447144075,0.10738782084239218
12.0,0.2,-5.099288180301476,0.11233081603004239
12.0,0.2,-5.033490913458876,0.10919449440509217
12.0,0.2,-4.967693646616276,0.10137695604612915
12.0,0.2,-4.901896379773676,0.10435076135168095
12.0,0.2,-4.836099112931077,0.0995734392918367
12.0,0.2,-4.7703018460884765,0.09896959885118435
12.0,0.2,-4.704504579245877,0.0983909020167803
12.0,0.2,-4.638707312403277,0.09848619261021203
12.0,0.2,-4.572910045560677,0.09461768227055381
12.0,0.2,-4.507112778718078,0.09077249003439189
12.0,0.2,-4.4413155118754775,0.09430540200700062
12.0,0.2,-4.375518245032878,0.09114648622222696
12.0,0.2,-4.309720978190278,0.09178259510105678
12.0,0.2,-4.243923711347678,0.0906106036314134
12.0,0.2,-4.178126444505079,0.08313719829192297
12.0,0.2,-4.112329177662478,0.07957595945876739
12.0,0.2,-4.046531910819879,0.08375837545067048
12.0,0.2,-3.9807346439772795,0.08518489053548634
12.0,0.2,-3.914937377134679,0.08752526969399863
12.0,0.2,-3.8491401102920797,0.08400289158136641
12.0,0.2,-3.7833428434494802,0.08005540065479143
12.0,0.2,-3.71754557660688,0.0831045327119098
12.0,0.2,-3.6517483097642804,0.07729521865643171
