U,T,m_magnitude
6.0,0.2,2.3403641208317087
6.0,0.2,2.985007308179995
6.0,0.2,2.4959973609866744
6.0,0.2,3.9861292735812963
6.0,0.2,2.5944576684680243
6.0,0.2,3.221489230135381
6.0,0.2,1.8443724270584172
6.0,0.2,1.9494421142425937
6.0,0.2,3.142868385375727
6.0,0.2,0.7462649474638309
6.0,0.2,2.608065942527092
6.0,0.2,3.124559711588735
6.0,0.2,2.1593167270267686
6.0,0.2,3.8906834463689126
6.0,0.2,2.5583535105850195
6.0,0.2,5.835562917795374
6.0,0.2,3.4350522770906253
6.0,0.2,2.392930881728153
6.0,0.2,3.694016715997085
6.0,0.2,3.8498432761524457
6.0,0.2,4.137613766778701
6.0,0.2,2.540926142796406
6.0,0.2,3.9769835464532015
6.0,0.2,4.263794266529905
6.0,0.2,2.7832096422099175
6.0,0.2,2.9319446135337364
6.0,0.2,2.751551213707431
6.0,0.2,3.1522298596213476
6.0,0.2,2.36919635453019
6.0,0.2,3.317319174558801
6.0,0.2,3.1732738414610875
6.0,0.2,3.2348800596698317
6.0,0.2,4.24480680796946
6.0,0.2,3.1747198897261915
6.0,0.2,3.5120274350356686
6.0,0.2,3.0126521539902855
6.0,0.2,3.0363765861726795
6.0,0.2,4.352589341044515
6.0,0.2,3.450448405137113
6.0,0.2,2.6969880639487362
6.0,0.2,2.776415431519449
6.0,0.2,3.112886117496112
6.0,0.2,2.9886398156713856
6.0,0.2,2.7995703865878534
6.0,0.2,2.8933112651157957
6.0,0.2,3.56578584354796
6.0,0.2,3.4820196353384985
6.0,0.2,1.9364277618160448
6.0,0.2,2.375827751069533
6.0,0.2,2.188878007619651
6.0,0.2,2.3097488047981067
6.0,0.2,1.725839175579084
6.0,0.2,2.4214046510884586
6.0,0.2,3.4218899297913343
6.0,0.2,2.0865732511050115
6.0,0.2,2.9356422697881657
6.0,0.2,2.5608750051136937
6.0,0.2,2.2050431669494155
6.0,0.2,2.396114350749382
6.0,0.2,3.0891296539830506
6.0,0.2,2.4826906539792346
6.0,0.2,2.4747956262458604
6.0,0.2,3.2394631377172702
